ID;Geoname_ID;Name;Country_Code;Country_name;Population;Elevation;Timezone;Coordinates
618;2921388;Gemmrigheim;DE;Germany;4071;190;Europe/Berlin;49.02833, 9.15556
619;2921996;Gehren;DE;Germany;3703;480;Europe/Berlin;50.64852, 11.00471
620;2922271;Gaukonigshofen;DE;Germany;2335;268;Europe/Berlin;49.63333, 10.0
621;2924186;Frontenhausen;DE;Germany;4430;414;Europe/Berlin;48.54628, 12.53118
622;2924398;Friesdorf;DE;Germany;8373;63;Europe/Berlin;50.69608, 7.12874
623;2925134;Freienwill;DE;Germany;1486;42;Europe/Berlin;54.72752, 9.49414
624;2925249;Freckenfeld;DE;Germany;1597;135;Europe/Berlin;49.065, 8.11389
625;2925326;Frauenpriessnitz;DE;Germany;1166;318;Europe/Berlin;51.01667, 11.73333
626;2925589;Frankenheim;DE;Germany;1287;757;Europe/Berlin;50.54452, 10.06828
627;2926107;Flossenburg;DE;Germany;1747;644;Europe/Berlin;49.73333, 12.35
628;2926351;Flechtingen;DE;Germany;1766;101;Europe/Berlin;52.33083, 11.24176
629;2929610;Erkerode;DE;Germany;1073;176;Europe/Berlin;52.20485, 10.70982
630;2929685;Erfde;DE;Germany;2118;14;Europe/Berlin;54.3, 9.31667
631;2929708;Erdmannhausen;DE;Germany;4848;278;Europe/Berlin;48.94256, 9.29615
632;2930019;Ensdorf;DE;Germany;6631;198;Europe/Berlin;49.3, 6.78333
633;2930043;Ennepetal;DE;Germany;32607;197;Europe/Berlin;51.29848, 7.3629
634;2930383;Endingen;DE;Germany;9034;182;Europe/Berlin;48.14221, 7.70049
635;2930575;Emersacker;DE;Germany;1435;447;Europe/Berlin;48.48965, 10.6738
636;2930776;Elsdorf;DE;Germany;2083;27;Europe/Berlin;53.2412, 9.35056
637;2931827;Eimeldingen;DE;Germany;2194;264;Europe/Berlin;47.63333, 7.6
638;2933840;Ebnath;DE;Germany;1374;569;Europe/Berlin;49.95, 11.93333
639;2934014;Eberdingen;DE;Germany;6518;266;Europe/Berlin;48.87942, 8.96502
640;2934697;Duingen;DE;Germany;3116;204;Europe/Berlin;52.00449, 9.69578
641;2935041;Drentwede;DE;Germany;1050;46;Europe/Berlin;52.74388, 8.56504
642;2935817;Dormettingen;DE;Germany;1101;651;Europe/Berlin;48.23688, 8.77327
643;2936210;Donnersdorf;DE;Germany;1938;252;Europe/Berlin;49.96667, 10.41667
644;2936473;Dohma;DE;Germany;2190;215;Europe/Berlin;50.91667, 13.93333
645;2936613;Dobersdorf;DE;Germany;1259;32;Europe/Berlin;54.31893, 10.28011
646;2936705;Ditzingen;DE;Germany;24149;300;Europe/Berlin;48.82672, 9.06703
647;2936796;Dischingen;DE;Germany;4552;469;Europe/Berlin;48.7, 10.36667
648;2936845;Dipperz;DE;Germany;3405;360;Europe/Berlin;50.54333, 9.79586
649;2938465;Deidesheim;DE;Germany;3779;124;Europe/Berlin;49.40782, 8.18445
650;2938976;Dannewerk;DE;Germany;1075;26;Europe/Berlin;54.48333, 9.5
651;2939811;Cottbus;DE;Germany;84754;80;Europe/Berlin;51.75769, 14.32888
652;2939990;Cleebronn;DE;Germany;2762;240;Europe/Berlin;49.045, 9.03694
653;2940309;Carlsberg;DE;Germany;3536;330;Europe/Berlin;49.50389, 8.04167
654;2941172;Burgsalach;DE;Germany;1262;584;Europe/Berlin;49.03316, 11.09766
655;2941178;Burgpreppach;DE;Germany;1480;303;Europe/Berlin;50.14149, 10.64977
656;2942126;Buckow;DE;Germany;1619;34;Europe/Berlin;52.5661, 14.07429
657;2943336;Bruggen;DE;Germany;16105;44;Europe/Berlin;51.24053, 6.18376
658;2944155;Brey;DE;Germany;1596;93;Europe/Berlin;50.27253, 7.62645
659;2944200;Bretten;DE;Germany;28144;183;Europe/Berlin;49.03685, 8.70745
660;2947038;Boffzen;;Germany;2941;114;Europe/Berlin;51.75065, 9.39824
661;2948307;Bischoffen;DE;Germany;3478;282;Europe/Berlin;50.7, 8.45
662;2948652;Birkenau;DE;;10318;150;Europe/Berlin;49.5625, 8.70694
